6769. емисија
103. циклус
6. емисија
07. 11. 2017.
www.youtube.com/watch?v=CLeLJgi7URs

А1 - НЕМАЧКА
А2 - МИНХЕН
А3 - ПОКРАЈИНА
А4 - БОДЕНСКО МОРЕ
 А - БАВАРСКА
Б1 - ВРУЋЕ
Б2 - ЧВАРЦИ
Б3 - СЛАНЕ
Б4 - ЖУЖУ
 Б - ПОГАЧИЦЕ
В1 - ВИТАМИНИ
В2 - ШЕЈКЕР
В3 - МОХИТО
В4 - ПАРТИ
 В - КОКТЕЛ
Г1 - ХЛЕБ
Г2 - ПЕЋ
Г3 - БУРЕК
Г4 - ПРОДАВНИЦА
 Г - ПЕКАРА
??? - ПЕЦИВО

А1 - ЗЛАТНА 
А2 - СРЕБРНА
А3 - МАРШ
А4 - ШАТОР
 А - СВАДБА
Б1 - ЧУДНА
Б2 - РУЖНА
Б3 - СВАКОДНЕВНА
Б4 - УСТАЉЕНА
 Б - НАВИКА
В1 - СПИСАК НОРМИ
В2 - КРИВИЧНО
В3 - ГРАЂАНСКО
В4 - ПРИВРЕДНО
 В - ПРАВО
Г1 - ТРИБУН
Г2 - ПОСЛАНИК
Г3 - МЕЛОС
Г4 - УСТАНАК
 Г - НАРОДНИ
??? - ОБИЧАЈ
