6466. емисија
98. циклус
8. емисија
08. 01. 2017.
www.youtube.com/watch?v=PQU767PsLZs

А1 - СКИЦА
А2 - ФОТОГРАФИЈА
А3 - ЛИЦЕ
А4 - СЛИКА
 А - ПОРТРЕТ
Б1 - НАУЧНА
Б2 - ПУТОВАЊЕ
Б3 - ПОШТА
Б4 - ОТПРЕМАЊЕ
 Б - ЕКСПЕДИЦИЈА
В1 - ТАМБУРАШИ
В2 - ПЕТРОВИЋИ
В3 - ЗВИЖДУК
В4 - ОКТОПОД
 В - ОСАМ
Г1 - ЛОПОВИ
Г2 - РАЗБОЈНИЦИ
Г3 - РАЗБИЈЕНА
Г4 - ГАНГСТЕРИ
 Г - БАНДА
??? - ГРУПА

А1 - ДРЖАВНИ
А2 - ПТИЦА
А3 - ГЕНЕРАЛНИ
А4 - ДЕЛОВОЂА
 А - СЕКРЕТАР
Б1 - ВОЗ
Б2 - КЛАСА
Б3 - ЕНЕРГЕТСКИ
Б4 - ПОНАВЉАЊЕ
 Б - РАЗРЕД
В1 - МАНАСТИР
В2 - РЕКА
В3 - МАНАСИЈА
В4 - ВОДА ЛАДНА
 В - РЕСАВА
Г1 - ДУПЉА
Г2 - УПИЈАЧ
Г3 - КУПАЊЕ
Г4 - ЖИВОТИЊА
 Г - СУНЂЕР
??? - ШКОЛА
